,FCLTY_NM,CTGRY_THREE_NM,WCHAIR_HOLD_AT,DSPSN_TOILET_AT,DSPSN_PRKPLCE_AT,GUID_DOG_ACP_POSBL_AT,BRLL_GUID_AT,KLANG_VIC_GUID_AT,PARKNG_AT,DGSTFN,GENDER,AGE_GRP,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_COMPANIONS_NUM
1013,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,20,5,2,2,2,1
1014,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,3.0,0,30,5,4,2,7,0
1015,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,0,40,1,3,3,5,4
1016,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,0,30,4,5,2,7,1
1017,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,20,4,5,5,6,1
1018,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,0,20,1,5,3,4,4
1019,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,3.0,1,20,4,3,7,7,1
1020,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,30,2,1,7,6,2
1021,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,0,30,4,4,4,3,1
1022,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,30,5,5,6,3,1
1023,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,1,30,3,4,3,2,1
1024,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,0,30,5,6,2,6,1
1025,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,1,30,4,4,5,5,2
1026,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,20,1,4,4,5,1
1027,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,30,3,3,2,7,1
1028,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,20,3,3,3,5,1
1029,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,0,20,4,5,2,6,1
1030,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,50,2,3,3,6,2
1031,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,0,30,4,4,4,4,0
1032,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,30,1,4,1,1,1
1033,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,0,20,1,4,3,7,0
1034,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,20,4,4,6,5,1
1035,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,0,30,5,6,2,5,1
1036,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,30,6,2,6,2,1
1037,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,50,2,3,4,7,1
1038,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,0,40,3,4,5,3,3
1039,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,1,60,2,2,3,2,2
1040,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,0,30,5,3,4,5,2
1041,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,1,50,7,6,1,1,3
1042,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,0,50,4,1,1,7,1
1043,우도봉,유명관광지,0,0,0,0,0,0,0,5.0,1,30,3,5,7,7,0
1044,우도봉,유명관광지,0,0,0,0,0,0,0,5.0,1,40,6,4,6,7,1
1045,우도봉,유명관광지,0,0,0,0,0,0,0,3.0,1,30,4,4,1,7,1
1046,우도봉,유명관광지,0,0,0,0,0,0,0,5.0,0,20,3,3,7,1,1
1047,우도봉,유명관광지,0,0,0,0,0,0,0,4.0,1,30,6,5,2,5,1
1048,우도봉,유명관광지,0,0,0,0,0,0,0,4.0,1,20,5,5,4,6,1
1049,웅지승마센터,유명관광지,0,0,0,0,0,0,0,4.0,1,30,4,4,6,2,3
1050,윈드1947카트테마파크,테마공원/대형놀이공원,0,0,1,0,0,0,1,2.0,1,30,5,4,2,4,0
1051,윈드1947카트테마파크,테마공원/대형놀이공원,0,0,1,0,0,0,1,4.0,1,30,1,4,4,7,1
1052,윈드1947카트테마파크,테마공원/대형놀이공원,0,0,1,0,0,0,1,5.0,1,50,5,5,3,3,1
1053,윈드1947카트테마파크,테마공원/대형놀이공원,0,0,1,0,0,0,1,3.0,1,50,4,4,4,1,1
1054,윈드1947카트테마파크,테마공원/대형놀이공원,0,0,1,0,0,0,1,5.0,0,20,4,5,2,7,3
1055,윈드1947카트테마파크,테마공원/대형놀이공원,0,0,1,0,0,0,1,4.0,0,40,4,4,4,4,0
1056,윈드1947카트테마파크,테마공원/대형놀이공원,0,0,1,0,0,0,1,5.0,0,40,4,4,4,4,2
1057,윈드1947카트테마파크,테마공원/대형놀이공원,0,0,1,0,0,0,1,5.0,1,30,3,4,1,7,1
1058,윈드1947카트테마파크,테마공원/대형놀이공원,0,0,1,0,0,0,1,4.0,1,30,6,5,2,6,1
1059,윈드1947카트테마파크,테마공원/대형놀이공원,0,0,1,0,0,0,1,5.0,0,20,1,2,2,5,2
1060,윈드1947카트테마파크,테마공원/대형놀이공원,0,0,1,0,0,0,1,4.0,0,40,4,5,6,6,1
1061,윈드1947카트테마파크,테마공원/대형놀이공원,0,0,1,0,0,0,1,4.0,1,50,2,6,1,5,3
1062,윈드1947카트테마파크,테마공원/대형놀이공원,0,0,1,0,0,0,1,5.0,0,30,5,5,5,5,5
1063,윈드1947카트테마파크,테마공원/대형놀이공원,0,0,1,0,0,0,1,4.0,0,20,3,5,3,5,2
1064,윈드1947카트테마파크,테마공원/대형놀이공원,0,0,1,0,0,0,1,4.0,1,20,2,4,6,4,1
1065,윈드1947카트테마파크,테마공원/대형놀이공원,0,0,1,0,0,0,1,4.0,1,30,5,3,6,2,1
1066,윈드1947카트테마파크,테마공원/대형놀이공원,0,0,1,0,0,0,1,4.0,0,20,4,4,2,5,1
1067,윈드1947카트테마파크,테마공원/대형놀이공원,0,0,1,0,0,0,1,5.0,1,20,6,6,1,7,5
1068,윈드1947카트테마파크,테마공원/대형놀이공원,0,0,1,0,0,0,1,5.0,1,20,1,3,1,7,0
1069,윈드1947카트테마파크,테마공원/대형놀이공원,0,0,1,0,0,0,1,5.0,1,20,3,5,1,6,1
1070,윈드1947카트테마파크,테마공원/대형놀이공원,0,0,1,0,0,0,1,3.0,0,20,6,5,1,5,1
1071,윈드1947카트테마파크,테마공원/대형놀이공원,0,0,1,0,0,0,1,1.0,0,20,1,5,3,4,4
1072,윈드1947카트테마파크,테마공원/대형놀이공원,0,0,1,0,0,0,1,5.0,0,20,4,3,2,5,1
1073,윈드1947카트테마파크,테마공원/대형놀이공원,0,0,1,0,0,0,1,5.0,0,30,4,5,2,6,1
1074,윈드1947카트테마파크,테마공원/대형놀이공원,0,0,1,0,0,0,1,4.0,1,20,4,2,6,4,2
1075,윈드1947카트테마파크,테마공원/대형놀이공원,0,0,1,0,0,0,1,5.0,0,30,5,6,2,6,1
1076,윈드1947카트테마파크,테마공원/대형놀이공원,0,0,1,0,0,0,1,4.0,1,30,3,1,7,1,1
1077,이중섭미술관,미술관,0,1,1,0,1,0,1,5.0,1,50,2,4,5,4,3
1078,이중섭미술관,미술관,0,1,1,0,1,0,1,4.0,1,50,3,3,2,2,2
1079,이중섭미술관,미술관,0,1,1,0,1,0,1,5.0,1,30,3,4,1,7,1
1080,이중섭미술관,미술관,0,1,1,0,1,0,1,3.0,0,50,1,3,4,6,0
1081,이중섭미술관,미술관,0,1,1,0,1,0,1,5.0,1,20,3,2,2,4,0
1082,이중섭미술관,미술관,0,1,1,0,1,0,1,4.0,1,60,2,4,5,2,1
1083,이중섭미술관,미술관,0,1,1,0,1,0,1,3.0,1,40,6,1,4,3,1
1084,이중섭미술관,미술관,0,1,1,0,1,0,1,4.0,0,50,4,4,2,3,2
1085,이중섭미술관,미술관,0,1,1,0,1,0,1,4.0,1,40,4,2,4,3,0
1086,이중섭미술관,미술관,0,1,1,0,1,0,1,4.0,1,20,5,3,2,6,0
1087,이중섭미술관,미술관,0,1,1,0,1,0,1,5.0,0,30,5,4,5,7,1
1088,이중섭미술관,미술관,0,1,1,0,1,0,1,4.0,1,30,2,5,3,2,1
1089,이중섭미술관,미술관,0,1,1,0,1,0,1,5.0,1,20,3,6,7,7,1
1090,이중섭미술관,미술관,0,1,1,0,1,0,1,5.0,0,20,4,3,7,1,1
1091,이중섭미술관,미술관,0,1,1,0,1,0,1,4.0,1,30,5,3,6,2,1
1092,이중섭미술관,미술관,0,1,1,0,1,0,1,4.0,0,40,7,2,2,6,0
1093,이중섭미술관,미술관,0,1,1,0,1,0,1,4.0,1,50,5,2,6,5,0
1094,이중섭미술관,미술관,0,1,1,0,1,0,1,3.0,0,30,6,1,1,7,1
1095,이중섭미술관,미술관,0,1,1,0,1,0,1,5.0,1,30,7,2,4,5,0
1096,이중섭미술관,미술관,0,1,1,0,1,0,1,2.0,1,50,4,4,5,6,1
1097,이중섭미술관,미술관,0,1,1,0,1,0,1,5.0,1,20,2,6,2,7,2
1098,이중섭미술관,미술관,0,1,1,0,1,0,1,5.0,0,40,7,2,7,1,1
1099,일출랜드,유명관광지,1,1,1,0,0,0,1,4.0,0,30,1,4,1,5,2
1100,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,4.0,1,30,3,3,6,6,1
1101,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,4.0,0,40,4,1,7,2,1
1102,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,5.0,1,60,1,4,1,4,1
1103,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,5.0,0,50,3,5,4,4,5
1104,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,5.0,1,20,1,3,3,3,0
1105,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,5.0,1,30,1,4,4,7,1
1106,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,5.0,1,50,1,7,1,7,2
1107,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,4.0,0,40,4,4,4,4,0
1108,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,5.0,1,30,4,6,6,7,1
1109,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,5.0,1,20,6,3,2,6,4
1110,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,4.0,1,40,4,3,2,4,3
1111,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,5.0,0,50,7,6,7,4,2
1112,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,4.0,1,30,4,3,5,5,1
1113,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,5.0,1,20,2,2,3,6,1
1114,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,5.0,1,20,5,3,2,4,0
1115,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,5.0,1,40,1,1,1,1,3
1116,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,5.0,1,20,3,5,6,5,1
1117,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,4.0,1,30,4,2,7,4,1
1118,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,4.0,0,30,4,3,4,5,1
1119,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,5.0,0,60,2,2,2,5,1
1120,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,4.0,1,20,7,5,7,7,1
1121,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,5.0,1,30,3,4,6,5,0
1122,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,4.0,1,60,3,3,3,3,1
1123,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,4.0,1,60,3,6,2,6,4
1124,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,5.0,0,30,6,3,6,7,1
1125,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,5.0,0,20,3,6,4,4,1
1126,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,4.0,1,50,2,3,3,7,1
1127,절물자연휴양림,휴양림/수목원,1,1,1,0,0,0,1,5.0,1,20,4,5,5,5,1
1128,제주4.3평화공원,대형시민/도심공원,1,1,1,1,0,0,1,5.0,1,40,4,5,3,5,3
1129,제주4.3평화공원,대형시민/도심공원,1,1,1,1,0,0,1,5.0,0,60,2,2,2,5,1
1130,제주4.3평화공원,대형시민/도심공원,1,1,1,1,0,0,1,5.0,1,50,4,6,6,6,1
1131,제주4.3평화공원,대형시민/도심공원,1,1,1,1,0,0,1,5.0,0,30,2,2,7,4,1
1132,제주4.3평화공원제주4.3평화기념관,기타전시/박물관,1,1,1,1,0,0,1,4.0,1,50,3,3,2,2,2
1133,제주4.3평화공원제주4.3평화기념관,기타전시/박물관,1,1,1,1,0,0,1,5.0,1,40,1,1,5,1,0
1134,제주4.3평화공원제주4.3평화기념관,기타전시/박물관,1,1,1,1,0,0,1,4.0,1,50,2,3,3,7,1
1135,제주4.3평화공원제주4.3평화기념관,기타전시/박물관,1,1,1,1,0,0,1,5.0,1,40,4,4,3,6,0
1136,제주곶자왈도립공원,도립공원,1,1,1,0,1,1,1,3.0,1,60,1,4,2,7,3
1137,제주곶자왈도립공원,도립공원,1,1,1,0,1,1,1,5.0,0,50,7,5,2,5,1
1138,제주곶자왈도립공원,도립공원,1,1,1,0,1,1,1,5.0,0,40,2,3,6,6,2
1139,제주곶자왈도립공원,도립공원,1,1,1,0,1,1,1,5.0,1,40,3,7,3,2,0
1140,제주곶자왈도립공원,도립공원,1,1,1,0,1,1,1,5.0,0,40,3,4,4,4,3
1141,제주곶자왈도립공원,도립공원,1,1,1,0,1,1,1,5.0,0,50,2,2,3,5,1
1142,제주곶자왈도립공원,도립공원,1,1,1,0,1,1,1,5.0,0,40,4,4,4,4,1
1143,제주곶자왈도립공원,도립공원,1,1,1,0,1,1,1,4.0,1,20,5,2,7,1,3
1144,제주곶자왈도립공원,도립공원,1,1,1,0,1,1,1,5.0,1,30,3,3,2,7,1
1145,제주곶자왈도립공원,도립공원,1,1,1,0,1,1,1,4.0,1,50,2,3,4,7,1
1146,제주곶자왈도립공원,도립공원,1,1,1,0,1,1,1,4.0,0,30,4,7,6,7,1
1147,제주곶자왈도립공원,도립공원,1,1,1,0,1,1,1,4.0,0,30,2,2,7,2,1
1148,제주국제평화센터,대형기념관/묘역,1,1,1,1,0,0,1,4.0,0,30,2,3,1,2,3
1149,제주도립김창열미술관,미술관,0,1,1,1,0,0,1,5.0,1,40,4,3,6,3,5
1150,제주도립김창열미술관,미술관,0,1,1,1,0,0,1,5.0,1,20,4,2,1,7,1
1151,제주도립김창열미술관,미술관,0,1,1,1,0,0,1,5.0,1,20,3,6,1,7,0
1152,제주도립김창열미술관,미술관,0,1,1,1,0,0,1,5.0,1,20,1,4,7,7,3
1153,제주도립김창열미술관,미술관,0,1,1,1,0,0,1,5.0,1,20,3,4,1,7,1
1154,제주도립김창열미술관,미술관,0,1,1,1,0,0,1,5.0,0,30,5,3,4,5,0
1155,제주도립김창열미술관,미술관,0,1,1,1,0,0,1,5.0,0,20,2,2,3,6,0
1156,제주도립김창열미술관,미술관,0,1,1,1,0,0,1,5.0,1,30,5,6,7,6,1
1157,제주도립김창열미술관,미술관,0,1,1,1,0,0,1,5.0,0,40,2,2,1,5,0
1158,제주도립김창열미술관,미술관,0,1,1,1,0,0,1,5.0,1,60,5,2,2,7,5
1159,제주도립김창열미술관,미술관,0,1,1,1,0,0,1,5.0,1,50,2,2,3,1,1
1160,제주도립김창열미술관,미술관,0,1,1,1,0,0,1,5.0,1,20,3,2,6,2,1
1161,제주도립김창열미술관,미술관,0,1,1,1,0,0,1,5.0,1,30,4,3,3,5,4
1162,제주도립김창열미술관,미술관,0,1,1,1,0,0,1,5.0,1,20,4,4,6,5,1
1163,제주도립김창열미술관,미술관,0,1,1,1,0,0,1,5.0,0,30,5,5,2,5,2
1164,제주도립김창열미술관,미술관,0,1,1,1,0,0,1,4.0,1,30,7,6,2,6,0
1165,제주도립미술관,대형미술관,1,1,0,1,1,0,1,5.0,1,50,1,4,5,7,1
1166,제주도립미술관,대형미술관,1,1,0,1,1,0,1,5.0,1,40,4,3,6,4,0
1167,제주도립미술관,대형미술관,1,1,0,1,1,0,1,4.0,1,30,6,5,6,6,4
1168,제주도립미술관,대형미술관,1,1,0,1,1,0,1,4.0,1,40,2,6,3,5,3
1169,제주도립미술관,대형미술관,1,1,0,1,1,0,1,4.0,1,40,2,3,5,7,3
1170,제주돌문화공원,유명관광지,1,1,1,0,0,1,1,1.0,0,30,3,5,6,4,2
1171,제주돌문화공원,유명관광지,1,1,1,0,0,1,1,5.0,1,50,7,1,1,7,1
1172,제주돌문화공원,유명관광지,1,1,1,0,0,1,1,5.0,1,50,3,2,1,5,1
1173,제주돌문화공원,유명관광지,1,1,1,0,0,1,1,4.0,1,40,6,6,6,2,3
1174,제주돌문화공원,유명관광지,1,1,1,0,0,1,1,5.0,1,20,4,2,4,7,1
1175,제주돌문화공원,유명관광지,1,1,1,0,0,1,1,5.0,1,30,5,2,4,4,2
1176,제주돌문화공원,유명관광지,1,1,1,0,0,1,1,5.0,0,30,4,2,6,3,1
1177,제주러브랜드,유명관광지,1,1,1,0,0,0,1,4.0,0,30,5,5,6,6,1
1178,제주민속촌,대형전시/박물관,1,1,1,1,0,0,1,5.0,1,30,6,2,2,5,3
1179,제주민속촌,대형전시/박물관,1,1,1,1,0,0,1,4.0,1,50,4,4,5,5,5
1180,제주민속촌,대형전시/박물관,1,1,1,1,0,0,1,3.0,1,40,6,3,1,6,3
1181,제주민속촌,대형전시/박물관,1,1,1,1,0,0,1,4.0,1,50,6,5,4,6,2
1182,제주민속촌,대형전시/박물관,1,1,1,1,0,0,1,5.0,0,40,4,4,4,4,2
1183,제주민속촌,대형전시/박물관,1,1,1,1,0,0,1,5.0,1,40,6,2,7,6,3
1184,제주민속촌,대형전시/박물관,1,1,1,1,0,0,1,4.0,1,20,2,2,6,4,1
1185,제주민속촌,대형전시/박물관,1,1,1,1,0,0,1,5.0,0,50,5,2,6,4,3
1186,제주민속촌,대형전시/박물관,1,1,1,1,0,0,1,4.0,1,30,6,5,2,5,1
1187,제주민속촌,대형전시/박물관,1,1,1,1,0,0,1,2.0,1,30,6,5,2,5,1
1188,제주민속촌,대형전시/박물관,1,1,1,1,0,0,1,4.0,1,50,6,3,1,2,4
1189,제주민속촌,대형전시/박물관,1,1,1,1,0,0,1,5.0,0,60,1,5,6,3,8
1190,제주민속촌,대형전시/박물관,1,1,1,1,0,0,1,4.0,0,30,6,6,2,6,1
1191,제주민속촌,대형전시/박물관,1,1,1,1,0,0,1,5.0,0,40,6,4,4,4,3
1192,제주민속촌,대형전시/박물관,1,1,1,1,0,0,1,5.0,1,20,6,3,2,6,3
1193,제주민속촌,대형전시/박물관,1,1,1,1,0,0,1,3.0,1,60,3,6,2,6,4
1194,제주민속촌,대형전시/박물관,1,1,1,1,0,0,1,4.0,0,20,6,5,1,5,1
1195,제주민속촌,대형전시/박물관,1,1,1,1,0,0,1,3.0,1,50,4,4,2,6,2
1196,제주불빛정원,테마공원/대형놀이공원,1,0,0,1,0,0,1,5.0,1,30,3,3,7,5,3
1197,제주불빛정원,테마공원/대형놀이공원,1,0,0,1,0,0,1,4.0,1,30,4,1,7,7,0
1198,제주불빛정원,테마공원/대형놀이공원,1,0,0,1,0,0,1,5.0,0,20,4,5,3,5,1
1199,제주시민속오일시장,유명관광지,1,1,1,1,1,1,1,3.0,1,50,4,6,1,7,3
1200,제주시민속오일시장,유명관광지,1,1,1,1,1,1,1,4.0,1,40,3,7,3,2,0
1201,제주시민속오일시장,유명관광지,1,1,1,1,1,1,1,5.0,1,30,2,3,2,7,1
1202,제주시민속오일시장,유명관광지,1,1,1,1,1,1,1,4.0,1,50,5,3,6,3,0
1203,제주시민속오일시장,유명관광지,1,1,1,1,1,1,1,4.0,1,50,4,4,2,4,2
1204,제주시민속오일시장,유명관광지,1,1,1,1,1,1,1,4.0,1,50,1,7,2,1,3
1205,제주시민속오일시장,유명관광지,1,1,1,1,1,1,1,5.0,1,40,2,4,4,4,0
1206,제주시민속오일시장,유명관광지,1,1,1,1,1,1,1,4.0,1,40,3,3,3,5,2
1207,제주시민속오일시장,유명관광지,1,1,1,1,1,1,1,4.0,1,30,5,3,2,4,0
1208,제주시민속오일시장,유명관광지,1,1,1,1,1,1,1,2.0,1,20,7,4,1,7,1
1209,제주시민속오일시장,유명관광지,1,1,1,1,1,1,1,4.0,1,40,1,5,1,6,1
1210,제주시민속오일시장,유명관광지,1,1,1,1,1,1,1,4.0,1,30,7,2,2,7,3
1211,제주신화월드,유명관광지,0,1,1,0,0,0,1,5.0,0,50,1,7,7,1,4
1212,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,5.0,1,50,4,4,3,5,1
1213,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,4.0,0,50,3,3,5,3,3
1214,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,4.0,1,30,1,5,1,2,1
1215,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,4.0,0,50,6,6,2,6,13
1216,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,3.0,1,50,4,3,3,3,3
1217,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,5.0,1,20,2,1,1,2,1
1218,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,5.0,0,50,4,2,6,6,4
1219,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,5.0,1,50,4,3,4,5,2
1220,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,5.0,0,30,3,3,3,2,3
1221,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,5.0,1,50,4,4,3,2,1
1222,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,4.0,1,40,3,3,2,6,2
1223,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,5.0,0,50,6,6,4,4,3
1224,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,4.0,1,40,6,4,2,5,1
1225,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,5.0,1,30,6,6,2,3,3
1226,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,5.0,0,50,4,2,4,4,2
1227,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,4.0,1,40,7,6,1,7,2
1228,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,5.0,1,40,4,5,3,5,3
1229,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,4.0,0,40,2,4,2,6,6
1230,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,5.0,0,50,5,5,3,6,1
1231,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,4.0,0,40,6,3,5,6,1
1232,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,5.0,1,30,6,5,2,5,1
1233,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,5.0,0,20,6,5,6,6,0
1234,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,4.0,1,50,4,3,3,6,2
1235,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,5.0,0,20,6,5,1,5,1
1236,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,3.0,1,30,7,7,1,7,3
1237,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,5.0,0,20,4,4,4,4,0
1238,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,5.0,1,50,2,3,3,6,2
1239,제주아트서커스,공연/연극/문화센터,0,1,1,0,0,0,1,5.0,1,30,4,2,2,2,1
1240,제주영상문화산업진흥원,공연/연극/문화센터,0,1,1,0,0,0,1,5.0,1,50,6,4,6,4,0
1241,제주월드컵경기장,월드컵경기장,0,1,1,0,0,0,1,5.0,1,30,6,2,2,5,3
1242,제주월드컵경기장,월드컵경기장,0,1,1,0,0,0,1,4.0,0,40,3,4,3,5,1
1243,제주월드컵경기장,월드컵경기장,0,1,1,0,0,0,1,4.0,0,50,1,1,1,7,3
1244,제주월드컵경기장,월드컵경기장,0,1,1,0,0,0,1,5.0,0,30,3,2,2,3,0
1245,제주월드컵경기장,월드컵경기장,0,1,1,0,0,0,1,5.0,0,20,1,1,1,1,2
1246,제주월드컵경기장,월드컵경기장,0,1,1,0,0,0,1,5.0,0,50,4,4,1,7,3
1247,제주종합경기장,종합운동장컴플렉스,0,1,1,0,0,0,1,4.0,1,20,5,4,7,2,0
1248,제주종합경기장,종합운동장컴플렉스,0,1,1,0,0,0,1,4.0,0,20,3,4,2,6,0
1249,제주종합경기장,종합운동장컴플렉스,0,1,1,0,0,0,1,5.0,1,30,2,3,6,5,1
1250,제주종합경기장,종합운동장컴플렉스,0,1,1,0,0,0,1,5.0,1,20,3,6,6,7,0
1251,제주차귀도요트투어,요트장,0,0,0,0,0,0,1,4.0,1,20,2,3,6,6,1
1252,제주차귀도요트투어,요트장,0,0,0,0,0,0,1,5.0,0,30,4,4,2,7,2
1253,제주커피박물관바움,기타전시/박물관,0,0,1,0,0,0,1,3.0,1,40,3,2,6,7,1
1254,제주커피박물관바움,기타전시/박물관,0,0,1,0,0,0,1,5.0,0,30,1,1,1,1,0
1255,제주코코몽에코파크,테마공원/대형놀이공원,0,0,1,1,0,1,1,5.0,1,30,3,3,6,5,2
1256,제주코코몽에코파크,테마공원/대형놀이공원,0,0,1,1,0,1,1,5.0,1,50,5,5,4,6,1
1257,제주코코몽에코파크,테마공원/대형놀이공원,0,0,1,1,0,1,1,5.0,1,50,4,4,6,7,3
1258,제주코코몽에코파크,테마공원/대형놀이공원,0,0,1,1,0,1,1,5.0,1,30,4,7,4,7,3
1259,제주코코몽에코파크,테마공원/대형놀이공원,0,0,1,1,0,1,1,4.0,1,30,4,5,6,2,2
1260,제주코코몽에코파크,테마공원/대형놀이공원,0,0,1,1,0,1,1,3.0,0,40,5,4,5,4,3
1261,제주코코몽에코파크,테마공원/대형놀이공원,0,0,1,1,0,1,1,5.0,1,40,7,7,7,7,2
1262,제주학생문화원,기타전시/박물관,0,0,0,1,0,0,1,5.0,0,50,4,4,6,6,3
1263,제주항공우주박물관,대형전시/박물관,1,1,1,1,1,0,1,4.0,0,40,6,4,5,5,2
1264,제주항공우주박물관,대형전시/박물관,1,1,1,1,1,0,1,4.0,1,50,7,5,3,5,2
1265,제주항공우주박물관,대형전시/박물관,1,1,1,1,1,0,1,5.0,0,50,5,3,5,3,4
1266,제주항공우주박물관,대형전시/박물관,1,1,1,1,1,0,1,4.0,1,40,6,5,5,4,3
1267,제주항공우주박물관,대형전시/박물관,1,1,1,1,1,0,1,5.0,0,40,6,6,6,5,3
1268,제주항공우주박물관,대형전시/박물관,1,1,1,1,1,0,1,5.0,1,40,1,7,1,5,6
1269,제주항공우주박물관,대형전시/박물관,1,1,1,1,1,0,1,5.0,1,30,3,3,7,5,3
1270,제주항공우주박물관,대형전시/박물관,1,1,1,1,1,0,1,4.0,1,40,2,6,6,6,2
1271,제주항공우주박물관,대형전시/박물관,1,1,1,1,1,0,1,4.0,1,30,4,4,7,4,3
