,FCLTY_NM,CTGRY_THREE_NM,WCHAIR_HOLD_AT,DSPSN_TOILET_AT,DSPSN_PRKPLCE_AT,GUID_DOG_ACP_POSBL_AT,BRLL_GUID_AT,KLANG_VIC_GUID_AT,PARKNG_AT,DGSTFN,GENDER,AGE_GRP,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_COMPANIONS_NUM
748,섭지코지,유명관광지,0,1,1,1,0,0,1,5.0,0,30,3,2,6,6,1
749,섭지코지,유명관광지,0,1,1,1,0,0,1,5.0,1,20,6,4,3,6,0
750,섭지코지,유명관광지,0,1,1,1,0,0,1,4.0,0,50,6,2,2,6,4
751,섭지코지,유명관광지,0,1,1,1,0,0,1,1.0,0,30,5,5,5,5,5
752,섭지코지,유명관광지,0,1,1,1,0,0,1,5.0,1,20,1,1,4,3,2
753,섭지코지,유명관광지,0,1,1,1,0,0,1,5.0,0,50,5,5,3,6,1
754,섭지코지,유명관광지,0,1,1,1,0,0,1,2.0,0,40,2,3,2,2,0
755,섭지코지,유명관광지,0,1,1,1,0,0,1,3.0,0,40,6,3,5,6,1
756,섭지코지,유명관광지,0,1,1,1,0,0,1,5.0,0,20,5,2,6,3,0
757,섭지코지,유명관광지,0,1,1,1,0,0,1,4.0,0,30,4,5,4,4,1
758,섭지코지,유명관광지,0,1,1,1,0,0,1,5.0,1,20,1,3,2,7,2
759,섭지코지,유명관광지,0,1,1,1,0,0,1,5.0,1,20,3,6,7,7,1
760,섭지코지,유명관광지,0,1,1,1,0,0,1,5.0,0,30,7,7,1,7,1
761,섭지코지,유명관광지,0,1,1,1,0,0,1,5.0,1,50,6,3,3,2,2
762,섭지코지,유명관광지,0,1,1,1,0,0,1,4.0,1,60,5,4,5,5,2
763,섭지코지,유명관광지,0,1,1,1,0,0,1,4.0,1,20,2,4,6,4,1
764,섭지코지,유명관광지,0,1,1,1,0,0,1,5.0,0,20,4,3,7,1,1
765,섭지코지,유명관광지,0,1,1,1,0,0,1,4.0,1,20,6,3,3,6,1
766,섭지코지,유명관광지,0,1,1,1,0,0,1,4.0,0,30,7,4,2,6,1
767,섭지코지,유명관광지,0,1,1,1,0,0,1,4.0,0,40,5,4,5,4,3
768,섭지코지,유명관광지,0,1,1,1,0,0,1,5.0,1,30,2,2,5,7,1
769,섭지코지,유명관광지,0,1,1,1,0,0,1,5.0,0,20,4,5,3,5,1
770,섭지코지,유명관광지,0,1,1,1,0,0,1,5.0,1,20,6,3,2,6,3
771,섭지코지,유명관광지,0,1,1,1,0,0,1,5.0,1,30,6,6,1,7,1
772,섭지코지,유명관광지,0,1,1,1,0,0,1,5.0,1,20,4,1,1,5,1
773,섭지코지,유명관광지,0,1,1,1,0,0,1,4.0,1,20,4,2,6,4,1
774,섭지코지,유명관광지,0,1,1,1,0,0,1,5.0,1,20,1,3,1,7,0
775,섭지코지,유명관광지,0,1,1,1,0,0,1,4.0,1,20,6,5,3,7,1
776,섭지코지,유명관광지,0,1,1,1,0,0,1,4.0,1,20,5,6,5,6,1
777,섭지코지,유명관광지,0,1,1,1,0,0,1,5.0,0,20,6,6,2,6,1
778,섭지코지,유명관광지,0,1,1,1,0,0,1,4.0,0,50,1,4,3,1,1
779,섭지코지,유명관광지,0,1,1,1,0,0,1,3.0,1,30,4,4,6,5,1
780,섭지코지,유명관광지,0,1,1,1,0,0,1,4.0,1,20,4,4,6,6,2
781,섭지코지,유명관광지,0,1,1,1,0,0,1,4.0,0,20,3,6,4,4,1
782,섭지코지,유명관광지,0,1,1,1,0,0,1,5.0,1,50,4,6,6,6,1
783,섭지코지,유명관광지,0,1,1,1,0,0,1,5.0,1,30,2,3,6,5,1
784,섭지코지,유명관광지,0,1,1,1,0,0,1,4.0,0,30,3,3,1,5,1
785,섭지코지,유명관광지,0,1,1,1,0,0,1,5.0,0,20,5,4,6,5,1
786,섭지코지,유명관광지,0,1,1,1,0,0,1,5.0,1,20,2,6,2,7,2
787,섭지코지,유명관광지,0,1,1,1,0,0,1,5.0,1,20,4,5,5,6,1
788,섭지코지,유명관광지,0,1,1,1,0,0,1,4.0,1,30,4,3,3,7,2
789,섭지코지,유명관광지,0,1,1,1,0,0,1,3.0,0,30,1,2,1,5,1
790,섭지코지,유명관광지,0,1,1,1,0,0,1,5.0,0,20,7,1,1,7,1
791,섭지코지,유명관광지,0,1,1,1,0,0,1,5.0,1,20,2,3,7,6,1
792,섭지코지,유명관광지,0,1,1,1,0,0,1,4.0,1,20,4,4,5,5,0
793,섭지코지,유명관광지,0,1,1,1,0,0,1,5.0,0,30,5,4,5,3,2
794,섭지코지,유명관광지,0,1,1,1,0,0,1,4.0,0,30,4,6,6,7,1
795,섭지코지,유명관광지,0,1,1,1,0,0,1,4.0,1,20,4,2,6,2,0
796,섭지코지,유명관광지,0,1,1,1,0,0,1,4.0,0,30,5,4,6,3,1
797,섭지코지,유명관광지,0,1,1,1,0,0,1,5.0,1,40,1,2,3,3,0
798,섭지코지,유명관광지,0,1,1,1,0,0,1,5.0,1,30,4,4,4,5,1
799,섭지코지,유명관광지,0,1,1,1,0,0,1,1.0,1,30,3,3,4,7,1
800,섭지코지,유명관광지,0,1,1,1,0,0,1,4.0,1,30,3,3,5,3,1
801,성산일출봉,유명관광지,0,0,0,1,0,0,0,5.0,0,30,3,6,6,2,1
802,세계술박물관,기타전시/박물관,1,1,1,1,0,0,1,5.0,1,30,4,3,3,3,2
803,세리월드,일반유원지/일반놀이공원,1,1,1,1,0,0,1,2.0,0,50,6,6,4,4,3
804,세리월드,일반유원지/일반놀이공원,1,1,1,1,0,0,1,4.0,0,30,1,6,2,7,1
805,세리월드,일반유원지/일반놀이공원,1,1,1,1,0,0,1,3.0,0,20,6,2,1,5,0
806,세리월드,일반유원지/일반놀이공원,1,1,1,1,0,0,1,4.0,0,40,6,3,5,6,1
807,세리월드,일반유원지/일반놀이공원,1,1,1,1,0,0,1,3.0,1,50,6,3,1,2,4
808,세리월드,일반유원지/일반놀이공원,1,1,1,1,0,0,1,5.0,1,20,7,4,1,4,1
809,세리월드,일반유원지/일반놀이공원,1,1,1,1,0,0,1,5.0,0,20,4,4,2,5,1
810,세리월드,일반유원지/일반놀이공원,1,1,1,1,0,0,1,3.0,0,30,6,1,1,7,1
811,소암기념관,기타전시/박물관,1,1,1,1,0,0,1,4.0,1,50,5,2,6,5,0
812,소인국테마파크,유명관광지,1,0,1,1,0,0,1,3.0,1,20,5,6,1,6,3
813,소인국테마파크,유명관광지,1,0,1,1,0,0,1,5.0,0,50,4,4,2,3,2
814,소인국테마파크,유명관광지,1,0,1,1,0,0,1,4.0,0,50,2,6,4,4,1
815,소인국테마파크,유명관광지,1,0,1,1,0,0,1,5.0,0,20,4,4,5,4,1
816,수목원테마파크아이스뮤지엄,기타전시/박물관,1,1,1,1,0,0,1,4.0,1,40,6,3,1,7,3
817,숨도,기타전시/박물관,0,0,1,1,0,0,1,4.0,1,30,2,2,5,3,0
818,숨도,기타전시/박물관,0,0,1,1,0,0,1,5.0,1,50,7,1,1,7,1
819,숨도,기타전시/박물관,0,0,1,1,0,0,1,5.0,1,50,5,5,3,3,1
820,숨도,기타전시/박물관,0,0,1,1,0,0,1,3.0,1,50,4,4,4,1,1
821,숨도,기타전시/박물관,0,0,1,1,0,0,1,5.0,1,50,1,1,7,1,3
822,숨도,기타전시/박물관,0,0,1,1,0,0,1,3.0,0,40,4,4,4,4,0
823,숨도,기타전시/박물관,0,0,1,1,0,0,1,5.0,1,20,7,5,6,7,1
824,숨도,기타전시/박물관,0,0,1,1,0,0,1,4.0,1,20,3,3,3,6,1
825,숨도,기타전시/박물관,0,0,1,1,0,0,1,5.0,0,50,2,2,3,5,1
826,숨도,기타전시/박물관,0,0,1,1,0,0,1,5.0,1,30,6,2,6,6,1
827,숨도,기타전시/박물관,0,0,1,1,0,0,1,2.0,1,20,5,5,3,3,1
828,스카이워터쇼,공연/연극/문화센터,0,0,0,0,1,0,1,5.0,0,20,3,4,3,4,4
829,스카이워터쇼,공연/연극/문화센터,0,0,0,0,1,0,1,5.0,0,40,7,6,7,2,1
830,스카이워터쇼,공연/연극/문화센터,0,0,0,0,1,0,1,3.0,1,40,4,6,5,4,5
831,스카이워터쇼,공연/연극/문화센터,0,0,0,0,1,0,1,4.0,1,30,6,4,6,5,3
832,스카이워터쇼,공연/연극/문화센터,0,0,0,0,1,0,1,3.0,1,40,1,4,7,1,16
833,스카이워터쇼,공연/연극/문화센터,0,0,0,0,1,0,1,2.0,1,20,2,2,6,4,1
834,스카이워터쇼,공연/연극/문화센터,0,0,0,0,1,0,1,5.0,1,50,1,1,4,7,2
835,스카이워터쇼,공연/연극/문화센터,0,0,0,0,1,0,1,5.0,0,60,1,5,6,3,8
836,스카이워터쇼,공연/연극/문화센터,0,0,0,0,1,0,1,4.0,1,20,6,6,6,6,2
837,신양섭지해수욕장,해수욕장,0,1,1,1,0,0,1,3.0,0,30,2,1,1,7,0
838,신양섭지해수욕장,해수욕장,0,1,1,1,0,0,1,2.0,1,30,3,3,6,5,2
839,신양섭지해수욕장,해수욕장,0,1,1,1,0,0,1,5.0,0,30,4,4,2,3,1
840,신양섭지해수욕장,해수욕장,0,1,1,1,0,0,1,3.0,1,30,6,4,6,5,3
841,신양섭지해수욕장,해수욕장,0,1,1,1,0,0,1,5.0,0,20,2,6,4,5,2
842,신양섭지해수욕장,해수욕장,0,1,1,1,0,0,1,1.0,1,20,6,2,1,5,0
843,신양섭지해수욕장,해수욕장,0,1,1,1,0,0,1,4.0,0,40,4,1,3,1,0
844,신양섭지해수욕장,해수욕장,0,1,1,1,0,0,1,4.0,0,40,3,1,5,7,3
845,신양섭지해수욕장,해수욕장,0,1,1,1,0,0,1,4.0,0,40,3,1,5,7,3
846,신양섭지해수욕장,해수욕장,0,1,1,1,0,0,1,4.0,1,50,1,1,1,7,1
847,신양섭지해수욕장,해수욕장,0,1,1,1,0,0,1,3.0,0,30,6,3,6,7,1
848,신양섭지해수욕장,해수욕장,0,1,1,1,0,0,1,2.0,1,30,4,3,4,6,0
849,신창풍차해안도로,유명관광지,0,0,0,1,0,0,0,5.0,1,60,3,6,2,6,4
850,아라리오뮤지엄동문모텔2,미술관,0,0,0,0,0,0,0,3.0,1,20,7,2,7,5,3
851,아프리카박물관,기타전시/박물관,1,1,1,1,0,0,1,5.0,0,50,2,6,2,6,3
852,애월해안도로,유명관광지,0,0,0,1,0,0,0,5.0,1,20,3,3,6,7,3
853,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,5.0,1,30,4,3,5,4,3
854,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,5.0,1,30,3,5,7,7,0
855,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,5.0,0,40,1,6,5,7,2
856,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,5.0,0,50,5,3,5,3,4
857,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,5.0,1,40,1,3,1,6,6
858,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,5.0,0,40,3,4,2,6,2
859,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,4.0,0,20,2,2,2,1,2
860,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,5.0,1,40,6,3,1,6,3
861,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,5.0,1,50,6,5,4,6,2
862,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,5.0,1,40,3,3,2,6,2
863,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,5.0,1,30,5,2,7,7,2
864,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,4.0,1,40,4,3,2,4,3
865,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,5.0,0,20,6,6,6,7,1
866,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,5.0,1,30,3,4,3,5,3
867,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,5.0,1,30,3,4,3,5,3
868,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,3.0,1,40,1,4,7,1,16
869,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,4.0,1,40,6,4,2,5,1
870,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,5.0,0,40,2,2,3,6,2
871,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,5.0,0,40,1,3,7,4,1
872,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,5.0,1,40,6,2,2,7,2
873,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,5.0,0,30,3,2,6,6,1
874,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,4.0,1,40,6,3,1,7,3
875,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,5.0,0,40,5,4,5,4,3
876,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,5.0,1,20,5,3,7,6,1
877,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,5.0,1,20,2,1,7,5,0
878,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,5.0,1,20,4,2,4,7,1
879,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,5.0,0,20,5,5,6,7,3
880,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,5.0,0,30,3,5,2,4,2
881,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,4.0,1,20,4,3,2,6,0
882,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,4.0,0,30,4,6,6,7,1
883,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,4.0,1,30,5,3,3,5,1
884,에코랜드테마파크,일반유원지/일반놀이공원,1,1,1,0,0,0,1,5.0,1,50,5,3,3,6,3
885,여미지식물원,유명관광지,1,1,1,1,0,0,1,4.0,0,50,2,3,1,7,1
886,여미지식물원,유명관광지,1,1,1,1,0,0,1,4.0,1,30,2,2,5,5,3
887,여미지식물원,유명관광지,1,1,1,1,0,0,1,5.0,0,30,5,2,7,7,0
888,여미지식물원,유명관광지,1,1,1,1,0,0,1,4.0,0,50,2,4,2,4,3
889,여미지식물원,유명관광지,1,1,1,1,0,0,1,4.0,0,30,2,5,6,2,1
890,여미지식물원,유명관광지,1,1,1,1,0,0,1,4.0,0,30,5,4,5,7,1
891,여미지식물원,유명관광지,1,1,1,1,0,0,1,4.0,1,20,1,3,2,7,2
892,여미지식물원,유명관광지,1,1,1,1,0,0,1,5.0,1,20,7,4,1,4,1
893,여미지식물원,유명관광지,1,1,1,1,0,0,1,5.0,1,20,6,3,2,6,3
894,여미지식물원,유명관광지,1,1,1,1,0,0,1,5.0,1,20,1,3,1,7,0
895,여미지식물원,유명관광지,1,1,1,1,0,0,1,5.0,0,20,2,2,3,5,0
896,여미지식물원,유명관광지,1,1,1,1,0,0,1,5.0,1,20,5,4,7,6,2
897,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,0,40,6,4,5,5,2
898,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,0,30,7,7,7,7,0
899,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,3.0,1,30,2,2,5,3,0
900,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,1,30,4,2,6,5,1
901,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,50,2,7,3,4,5
902,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,30,5,4,2,4,0
903,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,40,3,4,3,7,3
904,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,1,50,3,3,6,3,1
905,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,0,20,5,6,6,6,1
906,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,0,30,2,4,1,6,0
907,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,2.0,0,40,2,3,6,6,2
908,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,30,3,3,7,5,3
909,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,1,20,3,2,1,3,1
910,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,0,30,6,4,6,2,3
911,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,40,2,6,6,6,2
912,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,1,20,2,1,1,2,1
913,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,30,4,4,1,7,1
914,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,0,50,2,2,2,4,1
915,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,40,3,7,3,2,0
916,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,3.0,1,40,2,3,3,5,1
917,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,0,20,2,2,2,1,2
918,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,20,1,1,7,1,1
919,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,20,4,3,5,6,1
920,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,0,30,1,7,1,7,2
921,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,3.0,0,30,5,2,7,7,0
922,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,30,2,6,6,6,1
923,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,0,20,4,3,5,5,1
924,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,20,4,4,5,3,0
925,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,1,20,6,3,2,6,4
926,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,50,4,7,1,7,2
927,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,50,2,4,2,6,1
928,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,20,6,4,1,7,3
929,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,0,30,4,4,4,4,0
930,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,1,40,5,4,1,7,2
931,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,0,20,7,4,4,4,1
932,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,30,3,4,1,7,1
933,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,3.0,1,30,2,2,2,2,1
934,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,3.0,1,20,4,2,7,7,0
935,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,0,30,4,5,3,6,1
936,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,30,5,3,5,6,7
937,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,40,1,5,1,1,1
938,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,0,30,1,1,7,2,2
939,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,20,6,3,4,2,4
940,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,50,1,7,2,1,3
941,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,0,30,2,4,6,4,1
942,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,1,30,6,5,2,6,1
943,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,30,4,1,7,5,0
944,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,1,20,2,3,7,3,0
945,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,1,40,6,4,2,5,1
946,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,0,20,1,1,1,1,1
947,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,1,20,5,6,1,6,3
948,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,50,4,7,7,7,3
949,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,30,6,5,3,7,1
950,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,1,20,2,3,6,6,1
951,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,20,2,4,2,6,1
952,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,0,30,5,5,6,3,2
953,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,2.0,1,30,4,5,3,6,3
954,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,1,50,1,1,2,2,3
955,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,1,20,4,3,7,5,1
956,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,20,2,6,4,6,2
957,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,40,1,5,2,7,1
958,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,30,3,4,6,4,0
959,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,3.0,1,30,3,2,2,6,3
960,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,1,20,2,2,6,5,2
961,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,20,1,1,1,7,0
962,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,60,2,4,5,2,1
963,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,30,5,6,7,6,1
964,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,2.0,1,40,7,6,1,7,2
965,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,20,4,4,6,4,3
966,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,1,40,4,1,7,1,1
967,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,1,20,7,1,7,1,0
968,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,0,20,6,2,1,5,0
969,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,30,7,1,6,7,1
970,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,3.0,1,20,5,6,5,7,1
971,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,30,5,6,4,6,1
972,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,0,30,3,5,5,6,0
973,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,20,4,5,5,7,0
974,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,0,30,6,3,5,3,2
975,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,0,20,7,4,7,6,3
976,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,0,20,3,1,2,5,3
977,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,20,4,4,1,6,1
978,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,2.0,1,20,1,1,4,6,2
979,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,1,20,1,1,7,5,1
980,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,1,20,4,1,2,7,1
981,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,0,20,4,5,2,7,4
982,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,0,30,5,5,6,6,1
983,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,20,1,3,3,6,1
984,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,0,20,5,2,6,3,0
985,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,0,30,4,2,4,7,1
986,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,0,30,1,2,6,6,1
987,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,3.0,1,30,2,4,2,2,0
988,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,0,40,4,5,7,6,3
989,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,3.0,0,30,6,6,6,6,0
990,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,1,30,1,1,7,1,1
991,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,3.0,1,20,3,4,7,3,2
992,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,1,60,5,4,5,5,2
993,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,30,2,2,2,6,1
994,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,1,30,5,3,2,4,0
995,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,20,4,3,6,6,1
996,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,20,3,3,5,5,3
997,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,30,5,6,6,6,2
998,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,1,20,5,5,1,5,2
999,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,0,20,6,2,3,5,3
1000,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,3.0,1,30,6,3,7,3,2
1001,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,3.0,1,50,2,2,7,7,2
1002,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,1,20,5,2,7,1,3
1003,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,20,3,4,2,5,1
1004,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,4.0,0,50,4,4,4,4,3
1005,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,20,2,5,5,6,1
1006,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,0,30,6,3,6,7,1
1007,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,30,3,6,2,7,1
1008,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,30,4,4,6,5,1
1009,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,3.0,0,30,6,1,7,7,1
1010,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,20,1,1,7,1,1
1011,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,1,20,6,7,7,2,1
1012,오설록티뮤지엄,기타전시/박물관,0,0,1,0,0,0,1,5.0,0,20,2,2,6,3,1
