FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,SIGNGU_NM,WCHAIR_HOLD_AT,DSPSN_TOILET_AT,DSPSN_PRKPLCE_AT,GUID_DOG_ACP_POSBL_AT,BRLL_GUID_AT,KLANG_VIC_GUID_AT,PARKNG_AT,FCLTY_ID,TRAVEL_ID,DGSTFN,GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_COMPANIONS_NUM
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h001797,4.0,여,20,6,6,6,3,5,5,4,4,1
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h002129,3.0,여,20,1,1,1,4,1,1,4,6,2
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h002132,5.0,남,30,5,5,5,5,5,5,5,5,5
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h002150,5.0,여,30,4,3,2,5,7,4,6,3,2
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h002163,3.0,여,30,2,2,1,6,4,2,7,4,1
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h002328,4.0,남,40,2,6,4,4,6,3,5,6,1
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h002352,5.0,남,30,6,2,3,6,6,6,6,2,0
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h002477,5.0,남,30,1,1,1,7,7,1,6,7,1
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h002504,5.0,여,40,7,7,1,5,7,7,7,5,3
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h002533,5.0,여,30,4,6,1,1,1,1,7,1,1
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h002552,5.0,여,20,4,1,5,3,3,6,7,7,1
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h002625,4.0,여,60,5,3,4,4,5,4,5,5,2
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h002815,5.0,남,20,3,2,2,5,3,6,3,6,1
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h002868,4.0,여,30,1,1,1,3,6,7,1,7,3
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h002889,5.0,남,20,4,2,2,4,2,3,6,6,1
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h002899,4.0,남,30,4,3,3,4,4,4,5,5,2
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h002927,5.0,남,30,4,4,4,4,4,4,4,4,1
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h002944,3.0,여,30,4,5,2,2,5,3,2,4,0
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h003042,5.0,남,30,4,1,3,5,3,6,3,5,2
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h003353,4.0,여,20,4,2,3,3,3,5,6,5,1
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h003444,4.0,남,40,5,2,3,1,5,4,5,4,3
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h003536,5.0,남,20,3,3,3,3,4,5,3,5,1
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h003571,4.0,여,20,1,2,1,4,4,1,1,5,1
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h003578,5.0,여,30,3,2,2,5,6,3,7,3,2
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h004101,1.0,남,50,1,4,1,1,1,4,3,1,1
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h004218,5.0,여,20,4,2,2,3,6,7,7,2,1
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h004331,3.0,남,20,6,1,5,5,2,6,6,5,1
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h004593,5.0,여,30,2,1,1,2,2,4,7,5,1
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h004796,3.0,남,20,3,2,1,5,6,2,6,7,3
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h004845,5.0,남,20,1,1,1,1,1,5,3,4,4
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h005113,5.0,여,30,3,3,3,5,5,5,6,3,1
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h005586,3.0,여,50,2,2,6,4,2,4,6,6,1
만장굴,문화관광/명소,관광지,유명관광지,제주시,0,0,0,0,0,1,1,108,h_h006620,5.0,여,30,2,1,1,3,6,1,1,7,1
메이즈랜드,문화관광/명소,관광지,일반유원지/일반놀이공원,제주시,1,0,1,1,0,0,1,112,h_h000740,4.0,남,50,2,2,5,1,4,3,7,6,3
메이즈랜드,문화관광/명소,관광지,일반유원지/일반놀이공원,제주시,1,0,1,1,0,0,1,112,h_h001140,5.0,남,30,2,2,2,1,1,6,2,7,1
메이즈랜드,문화관광/명소,관광지,일반유원지/일반놀이공원,제주시,1,0,1,1,0,0,1,112,h_h001258,4.0,여,30,3,2,2,2,5,3,5,6,7
메이즈랜드,문화관광/명소,관광지,일반유원지/일반놀이공원,제주시,1,0,1,1,0,0,1,112,h_h001392,4.0,남,40,2,2,1,2,4,5,6,6,1
메이즈랜드,문화관광/명소,관광지,일반유원지/일반놀이공원,제주시,1,0,1,1,0,0,1,112,h_h001570,5.0,여,20,2,1,2,6,5,3,6,5,3
메이즈랜드,문화관광/명소,관광지,일반유원지/일반놀이공원,제주시,1,0,1,1,0,0,1,112,h_h002265,4.0,남,50,3,5,5,4,5,5,3,6,1
메이즈랜드,문화관광/명소,관광지,일반유원지/일반놀이공원,제주시,1,0,1,1,0,0,1,112,h_h002713,4.0,여,50,2,2,2,2,6,3,7,4,2
메이즈랜드,문화관광/명소,관광지,일반유원지/일반놀이공원,제주시,1,0,1,1,0,0,1,112,h_h003057,4.0,남,20,5,1,2,3,4,4,2,5,1
메이즈랜드,문화관광/명소,관광지,일반유원지/일반놀이공원,제주시,1,0,1,1,0,0,1,112,h_h004204,5.0,남,30,1,1,1,3,6,5,7,6,2
메이즈랜드,문화관광/명소,관광지,일반유원지/일반놀이공원,제주시,1,0,1,1,0,0,1,112,h_h005441,5.0,남,50,1,4,2,3,6,6,1,7,4
무민랜드제주,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,1,0,1,115,h_h000616,4.0,여,50,1,2,2,2,2,4,5,4,3
무민랜드제주,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,1,0,1,115,h_h001252,5.0,여,20,1,4,2,2,4,2,6,7,1
무민랜드제주,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,1,0,1,115,h_h001398,3.0,남,50,4,4,4,4,4,4,4,4,4
무민랜드제주,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,1,0,1,115,h_h001612,5.0,남,40,4,1,4,4,2,4,2,5,5
무민랜드제주,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,1,0,1,115,h_h002884,4.0,여,30,2,6,1,6,4,7,2,7,0
무민랜드제주,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,1,0,1,115,h_h003660,4.0,여,50,3,5,3,6,4,3,3,6,2
무민랜드제주,문화관광/명소,관광지,테마공원/대형놀이공원,서귀포시,0,0,1,0,1,0,1,115,h_h004219,5.0,남,20,6,1,2,4,2,2,6,3,1
바이나흐튼크리스마스박물관,전시/공연,전시/기념관,기타전시/박물관,서귀포시,0,0,0,1,0,0,1,119,h_h003159,5.0,여,20,1,7,1,3,2,7,2,7,1
방림원,문화관광/명소,관광지,식물원,제주시,1,0,1,1,0,0,1,121,h_h001034,5.0,여,20,3,1,2,1,1,4,7,7,3
본태박물관,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,0,0,1,1,127,h_h000204,5.0,여,30,6,4,5,1,3,6,3,6,1
본태박물관,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,0,0,1,1,127,h_h000306,3.0,남,50,1,7,1,6,6,6,2,6,13
본태박물관,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,0,0,1,1,127,h_h000810,5.0,남,20,3,2,4,1,4,3,5,5,1
본태박물관,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,0,0,1,1,127,h_h001076,5.0,여,30,4,2,2,1,4,2,6,6,4
본태박물관,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,0,0,1,1,127,h_h001196,3.0,여,30,2,1,1,1,2,2,2,2,1
본태박물관,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,0,0,1,1,127,h_h001428,4.0,남,20,4,4,1,4,1,1,1,1,1
본태박물관,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,0,0,1,1,127,h_h001438,4.0,남,20,2,1,1,6,6,2,6,2,1
본태박물관,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,0,0,1,1,127,h_h001465,3.0,여,30,4,1,4,1,2,4,4,7,1
본태박물관,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,0,0,1,1,127,h_h001838,5.0,여,20,6,1,1,6,7,1,7,1,0
본태박물관,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,0,0,1,1,127,h_h002107,5.0,여,20,5,3,2,1,4,4,1,6,1
본태박물관,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,0,0,1,1,127,h_h002119,5.0,남,30,6,1,1,7,7,7,1,7,3
본태박물관,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,0,0,1,1,127,h_h002291,5.0,여,40,2,1,1,4,6,2,7,6,3
본태박물관,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,0,0,1,1,127,h_h002548,5.0,남,30,2,2,3,2,4,3,4,5,1
본태박물관,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,0,0,1,1,127,h_h002771,5.0,여,30,2,6,6,4,4,5,6,3,3
본태박물관,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,0,0,1,1,127,h_h003359,5.0,남,60,2,2,2,5,2,2,2,5,1
본태박물관,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,0,0,1,1,127,h_h004459,5.0,여,30,6,2,2,1,4,6,2,6,1
본태박물관,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,0,0,1,1,127,h_h005066,5.0,여,20,4,3,3,2,4,2,6,4,2
본태박물관,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,0,0,1,1,127,h_h005288,5.0,남,50,4,3,3,3,5,3,3,4,1
본태박물관,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,0,0,1,1,127,h_h005345,5.0,여,30,2,1,1,4,2,3,1,6,1
본태박물관,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,0,0,1,1,127,h_h005509,5.0,여,20,3,2,2,5,6,4,7,7,1
본태박물관,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,0,0,1,1,127,h_h005851,5.0,여,20,4,2,3,3,4,4,6,5,1
본태박물관,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,0,0,1,1,127,h_h006457,5.0,남,30,2,3,3,6,1,1,2,1,0
본태박물관,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,0,0,1,1,127,h_h006573,5.0,남,30,1,1,1,5,7,1,7,1,0
본태박물관,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,0,0,1,1,127,h_h006596,4.0,여,40,1,1,1,1,6,6,6,6,0
붉은오름자연휴양림,문화관광/명소,관광지,휴양림/수목원,서귀포시,1,1,1,0,1,0,1,130,h_h000282,5.0,남,30,1,4,2,6,2,4,1,6,0
붉은오름자연휴양림,문화관광/명소,관광지,휴양림/수목원,서귀포시,1,1,1,0,1,0,1,130,h_h000599,5.0,여,50,2,3,3,4,5,5,3,3,1
붉은오름자연휴양림,문화관광/명소,관광지,휴양림/수목원,서귀포시,1,1,1,0,1,0,1,130,h_h006695,4.0,남,30,2,2,1,3,3,3,2,5,2
블랙스톤제주CC,레저/체육/공원,대형레저시설,골프장CC,제주시,0,0,1,0,0,0,1,132,h_h003337,4.0,여,20,4,1,4,4,2,4,1,5,5
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h000014,5.0,여,20,2,2,1,2,2,4,7,6,7
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h000053,4.0,여,30,5,2,1,1,3,5,7,7,0
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h000060,5.0,남,30,1,1,4,7,2,1,1,7,0
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h000105,4.0,여,20,1,1,2,2,4,3,2,7,0
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h000247,5.0,여,50,1,5,1,6,3,5,7,7,1
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h000275,4.0,여,60,1,4,2,4,1,2,3,6,0
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h000282,5.0,남,30,1,4,2,6,2,4,1,6,0
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h000291,5.0,여,40,3,3,3,3,4,5,5,4,1
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h000301,4.0,남,50,3,5,6,6,3,6,4,2,1
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h000306,2.0,남,50,1,7,1,6,6,6,2,6,13
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h000527,5.0,여,30,7,1,1,4,4,7,5,7,1
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h000533,4.0,남,40,3,3,3,3,5,5,2,2,1
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h000549,4.0,여,30,2,2,2,2,2,3,4,3,0
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h000553,5.0,여,30,5,2,1,3,4,2,3,3,0
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h000689,5.0,남,30,5,3,2,4,3,3,3,2,3
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h000703,5.0,여,30,5,3,1,5,5,4,4,6,1
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h000772,5.0,여,40,3,4,3,3,4,3,6,4,0
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h000825,4.0,여,40,2,6,4,5,3,4,6,4,2
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h000834,5.0,여,20,5,2,1,4,4,3,6,2,0
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h001025,4.0,남,50,1,1,1,1,7,6,7,4,2
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h001079,5.0,남,30,4,4,4,4,4,4,4,4,0
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h001161,5.0,여,30,4,1,3,5,5,5,3,6,1
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h001182,4.0,여,50,4,4,5,3,4,4,2,4,2
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h001493,5.0,여,30,1,6,5,2,4,2,7,4,4
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h001504,3.0,여,40,2,1,3,2,1,3,2,4,0
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h001662,4.0,여,20,2,2,2,4,6,3,6,4,1
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h001681,5.0,여,30,1,1,1,1,1,1,6,6,0
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h001690,3.0,남,40,2,2,2,2,2,2,3,6,2
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h001737,4.0,남,20,4,2,1,3,6,6,6,7,3
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h001768,4.0,여,40,2,4,2,3,2,2,3,2,0
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h001847,5.0,여,40,3,5,4,2,2,4,4,4,0
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h002035,4.0,여,20,1,1,1,5,5,4,7,2,0
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h002037,4.0,남,40,2,2,2,4,3,4,3,4,3
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h002050,5.0,남,30,1,1,2,6,4,2,6,7,0
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h002129,5.0,여,20,1,1,1,4,1,1,4,6,2
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h002133,5.0,남,20,5,2,3,3,3,5,3,5,2
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h002178,5.0,여,30,2,2,5,5,3,3,6,6,1
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h002358,4.0,여,30,3,1,3,2,5,4,5,4,1
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h002548,4.0,남,30,2,2,3,2,4,3,4,5,1
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h002625,4.0,여,60,5,3,4,4,5,4,5,5,2
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h002784,5.0,남,20,3,2,4,2,2,3,4,4,0
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h002899,4.0,남,30,4,3,3,4,4,4,5,5,2
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h003042,5.0,남,30,4,1,3,5,3,6,3,5,2
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h003223,5.0,남,20,1,1,1,4,2,6,6,7,1
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h003353,5.0,여,20,4,2,3,3,3,5,6,5,1
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h003448,5.0,여,50,2,2,1,6,4,2,1,7,1
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h003451,5.0,여,30,2,2,2,3,2,2,5,7,1
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h003560,4.0,남,50,6,4,5,4,6,3,5,3,3
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h003660,4.0,여,50,3,5,3,6,4,3,3,6,2
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h003684,4.0,남,30,7,1,1,1,7,7,7,3,5
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h003880,4.0,여,60,2,5,5,5,3,6,2,6,4
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h004150,5.0,여,30,2,5,1,6,4,4,6,5,1
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h004193,5.0,여,20,2,1,3,1,4,4,6,6,2
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h004204,5.0,남,30,1,1,1,3,6,5,7,6,2
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h004216,5.0,여,20,3,2,2,4,3,5,6,4,1
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h004376,4.0,여,50,3,4,4,3,4,4,5,6,1
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h004593,5.0,여,30,2,1,1,2,2,4,7,5,1
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h004721,5.0,여,20,2,2,6,2,4,5,1,5,1
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h004947,4.0,여,50,2,4,2,4,1,2,3,1,1
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h005084,5.0,여,20,2,2,2,1,3,2,6,5,0
비자림,문화관광/명소,관광지,휴양림/수목원,제주시,1,1,0,0,0,1,1,136,h_h005586,4.0,여,50,2,2,6,4,2,4,6,6,1
빛의벙커,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,1,0,0,1,137,h_h001850,4.0,남,40,6,2,3,2,3,1,5,7,3
빛의벙커,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,1,0,0,1,137,h_h002454,5.0,여,50,4,4,3,3,5,4,5,4,1
빛의벙커,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,1,0,0,1,137,h_h003135,5.0,남,30,1,1,4,4,1,4,1,5,2
빛의벙커,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,1,0,0,1,137,h_h003744,4.0,여,20,3,2,5,3,3,5,1,6,1
빛의벙커,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,1,0,0,1,137,h_h004315,4.0,여,30,2,1,1,3,6,3,2,7,1
빛의벙커,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,1,0,0,1,137,h_h004331,5.0,남,20,6,1,5,5,2,6,6,5,1
빛의벙커,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,1,0,0,1,137,h_h004399,2.0,남,40,1,3,2,3,2,2,1,3,1
빛의벙커,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,1,0,0,1,137,h_h004410,5.0,여,30,3,3,3,2,2,3,6,5,1
빛의벙커,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,1,0,0,1,137,h_h004895,5.0,여,30,2,2,3,2,3,4,5,6,0
빛의벙커,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,1,0,0,1,137,h_h004970,5.0,여,30,1,4,1,4,4,2,1,7,0
빛의벙커,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,1,0,0,1,137,h_h005141,4.0,여,20,4,4,1,1,2,1,6,2,0
빛의벙커,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,1,0,0,1,137,h_h005271,5.0,여,20,4,1,2,6,6,5,5,4,1
빛의벙커,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,1,0,0,1,137,h_h005922,4.0,남,30,2,2,3,4,5,4,6,3,1
빛의벙커,전시/공연,전시/기념관,기타전시/박물관,서귀포시,1,1,1,1,0,0,1,137,h_h006496,5.0,여,50,1,4,1,3,3,2,2,4,1
사계해안,문화관광/명소,관광지,해수욕장,서귀포시,0,0,0,1,0,0,1,140,h_h002050,5.0,남,30,1,1,2,6,4,2,6,7,0
사라봉공원,문화관광/명소,관광지,유명관광지,제주시,0,1,0,1,0,0,1,141,h_h001541,4.0,여,40,4,4,1,6,5,2,3,4,2
사라봉공원,문화관광/명소,관광지,유명관광지,제주시,0,1,0,1,0,0,1,141,h_h001668,4.0,여,40,5,2,2,2,4,2,3,6,0
새별오름,문화관광/명소,관광지,유명관광지,제주시,0,0,0,1,0,0,0,155,h_h001150,4.0,여,50,3,4,2,6,5,3,6,3,0
새별프렌즈,문화관광/명소,관광지,동물원,제주시,0,0,0,1,0,0,1,157,h_h000185,3.0,여,40,5,2,5,3,2,5,2,6,2
새별프렌즈,문화관광/명소,관광지,동물원,제주시,0,0,0,1,0,0,1,157,h_h001492,3.0,여,50,3,1,3,3,3,5,3,5,3
새별프렌즈,문화관광/명소,관광지,동물원,제주시,0,0,0,1,0,0,1,157,h_h002513,4.0,여,30,1,1,7,1,6,2,3,6,5
새별프렌즈,문화관광/명소,관광지,동물원,제주시,0,0,0,1,0,0,1,157,h_h002629,5.0,여,40,1,1,4,4,3,3,3,5,2
새별프렌즈,문화관광/명소,관광지,동물원,제주시,0,0,0,1,0,0,1,157,h_h003111,4.0,여,30,4,5,4,4,4,4,5,4,2
새별프렌즈,문화관광/명소,관광지,동물원,제주시,0,0,0,1,0,0,1,157,h_h003195,5.0,여,20,1,1,1,2,1,1,1,1,1
새별프렌즈,문화관광/명소,관광지,동물원,제주시,0,0,0,1,0,0,1,157,h_h003959,2.0,여,30,4,5,3,3,3,4,5,3,0
새별프렌즈,문화관광/명소,관광지,동물원,제주시,0,0,0,1,0,0,1,157,h_h005184,3.0,여,30,6,2,2,6,4,4,5,5,2
새별프렌즈,문화관광/명소,관광지,동물원,제주시,0,0,0,1,0,0,1,157,h_h005321,5.0,여,40,4,1,4,1,4,4,3,6,0
새별프렌즈,문화관광/명소,관광지,동물원,제주시,0,0,0,1,0,0,1,157,h_h005583,5.0,여,30,4,2,2,4,5,2,4,4,2
새별프렌즈,문화관광/명소,관광지,동물원,제주시,0,0,0,1,0,0,1,157,h_h005624,4.0,여,30,1,4,4,2,7,4,2,7,1
샤인빌파크CC,레저/체육/공원,대형레저시설,퍼블릭골프장,서귀포시,0,0,1,0,1,0,1,159,h_h000141,4.0,여,50,1,1,1,2,2,7,3,4,5
샤인빌파크CC,레저/체육/공원,대형레저시설,퍼블릭골프장,서귀포시,0,0,1,0,1,0,1,159,h_h000141,4.0,여,50,1,1,1,2,2,7,3,4,5
