iter	RMSE
1514	0.5804896863
1515	0.5803163281
1516	0.5803153817
1517	0.5802986545
1518	0.5802649839
1519	0.5801011114
1520	0.580097819
1521	0.5800102335
1522	0.5799548084
1523	0.5798489662
1524	0.5798040022
1525	0.5797000991
1526	0.5796072772
1527	0.5796027252
1528	0.5794920853
1529	0.5794650668
1530	0.5794047226
1531	0.5793339207
1532	0.5792659092
1533	0.5791731299
1534	0.5791120522
1535	0.5790683632
1536	0.579063767
1537	0.5790606345
1538	0.5789853436
1539	0.5788830186
1540	0.5788750386
1541	0.5788162763
1542	0.5786000422
1543	0.5785378187
1544	0.5784680774
1545	0.5783811167
1546	0.5783681789
1547	0.5783023261
1548	0.5780467367
1549	0.5780388921
1550	0.5780309572
1551	0.5780278682
1552	0.5779663826
1553	0.5779629949
1554	0.5779163262
1555	0.577834255
1556	0.577825064
1557	0.577726294
1558	0.577664324
1559	0.5776104819
1560	0.5774868729
1561	0.5774158346
1562	0.5774128529
1563	0.5773257626
1564	0.5772505687
1565	0.5771692606
1566	0.577155388
1567	0.5770386826
1568	0.5769452086
1569	0.5768386002
1570	0.5768115014
1571	0.576790906
1572	0.5766842348
1573	0.5766773414
1574	0.5765572086
1575	0.5763369489
1576	0.5762436275
1577	0.5762287758
1578	0.5760419582
1579	0.5760314555
1580	0.5759734509
1581	0.5757944651
1582	0.57563414
1583	0.5755856633
1584	0.5755828247
1585	0.5754892243
1586	0.5753534281
1587	0.5752901826
1588	0.575177468
1589	0.5751684811
1590	0.5751167794
1591	0.5750656529
1592	0.5749628302
1593	0.5748964477
1594	0.574704424
1595	0.5745430986
1596	0.5744614317
1597	0.5743382797
1598	0.5742936485
1599	0.5742810001
1600	0.5742246419
1601	0.5741197785
1602	0.5741173456
1603	0.5740120357
1604	0.5737837707
1605	0.573685481
1606	0.5735619564
1607	0.5735266954
1608	0.5734574182
1609	0.5731975877
1610	0.5731948072
1611	0.5731686804
1612	0.5730818442
1613	0.5729112467
1614	0.5728511084
1615	0.5728157791
1616	0.5728105298
1617	0.5726537713
1618	0.5725809416
1619	0.5724966281
1620	0.5724411949
1621	0.5723154883
1622	0.5722578289
1623	0.5721894614
1624	0.5721380895
1625	0.5721123009
1626	0.572074373
1627	0.5720155825
1628	0.5719446075
1629	0.5718494156
1630	0.5717698585
1631	0.5717270201
1632	0.5717211127
1633	0.5716574931
1634	0.571616494
1635	0.5715260598
1636	0.5714550561
1637	0.5713068543
1638	0.5711703747
1639	0.5709611244
1640	0.5709577555
1641	0.5709462001
1642	0.5707488402
1643	0.570651745
1644	0.5706432111
1645	0.5706312579
1646	0.5705819461
1647	0.5705486372
1648	0.570406012
1649	0.5702621811
1650	0.5702204214
1651	0.5701487364
1652	0.5700575097
1653	0.5700337599
1654	0.5699105636
1655	0.5698032521
1656	0.5697993187
1657	0.5696637652
1658	0.5696385043
1659	0.5696281625
1660	0.5696224309
1661	0.5695790489
1662	0.5695671774
1663	0.5694972911
1664	0.5693933047
1665	0.5693501701
1666	0.5692738235
1667	0.5691303111
1668	0.5691064762
1669	0.569020889
1670	0.5689411354
1671	0.5688143706
1672	0.5688105717
1673	0.5687679622
1674	0.5686266994
1675	0.5685013248
1676	0.568470994
1677	0.5684084784
1678	0.5683097113
1679	0.5682073291
1680	0.5681667615
1681	0.5680997291
1682	0.5679978998
1683	0.5679388133
1684	0.5678786656
1685	0.5678380581
1686	0.5677773268
1687	0.5677484256
1688	0.5677025407
1689	0.5676335565
1690	0.5676147912
1691	0.5674932832
1692	0.5673005771
1693	0.56717678
1694	0.5671664477
1695	0.567087298
1696	0.5670304622
1697	0.5670258897
1698	0.5670091993
1699	0.5669009862
1700	0.5668862316
1701	0.5668139907
1702	0.5667670724
1703	0.5666009206
1704	0.5664273445
1705	0.5663554841
1706	0.566347522
1707	0.5661866283
1708	0.5661679213
1709	0.5660774024
1710	0.5660378244
1711	0.5659975857
1712	0.5659233502
1713	0.5658815109
1714	0.5658496072
1715	0.5657545915
1716	0.5656174227
1717	0.5655541864
1718	0.565371027
1719	0.5653543164
1720	0.565320228
1721	0.5653014386
1722	0.5651196846
1723	0.5650467678
1724	0.5650088232
1725	0.5649025919
1726	0.5647626481
1727	0.5646436319
1728	0.5646061258
1729	0.5645771305
1730	0.5645624016
1731	0.5644216543
1732	0.5642568008
1733	0.5642274625
1734	0.5642157141
1735	0.5641746816
1736	0.5640968757
1737	0.5640008894
1738	0.563907532
1739	0.5639002332
1740	0.5638818727
1741	0.5638386634
1742	0.5637986077
1743	0.5636293211
1744	0.5636132282
1745	0.5635110785
1746	0.5634555347
1747	0.563432995
1748	0.5633368195
1749	0.5632408796
1750	0.5632094947
1751	0.5631767476
1752	0.5630852374
1753	0.5630815063
1754	0.5629599139
1755	0.5628316033
1756	0.562829689
1757	0.5626589702
1758	0.5625973071
1759	0.5625566291
1760	0.5624126792
1761	0.5623396775
1762	0.5622800147
1763	0.5622269979
1764	0.5621865104
1765	0.5621368924
1766	0.5619416916
1767	0.561873951
1768	0.5617812466
1769	0.5617105764
1770	0.561632723
1771	0.5614768913
1772	0.5614274973
1773	0.5613065273
1774	0.5613012182
1775	0.5613006587
1776	0.5611869121
1777	0.561182076
1778	0.5611225407
1779	0.5609577752
1780	0.5609549169
1781	0.5608813564
1782	0.5608664695
1783	0.5607293047
1784	0.5605026486
1785	0.5604790006
1786	0.5603750536
1787	0.5603660441
1788	0.5603280355
1789	0.5602427664
1790	0.5602403197
1791	0.5601926179
1792	0.5600770588
1793	0.5600259421
1794	0.560023556
1795	0.5598597796
1796	0.5598526316
1797	0.5597967764
1798	0.5596652841
1799	0.5594097413
1800	0.5593500371
1801	0.5593476919
1802	0.5592754282
1803	0.5591082072
1804	0.558986676
1805	0.5589267333
1806	0.5588870115
1807	0.558882904
1808	0.5588334154
1809	0.5588213977
1810	0.5587679128
1811	0.5587019841
1812	0.5585766365
1813	0.5585743684
1814	0.5584000457
1815	0.5583940892
1816	0.5583918812
1817	0.5582363522
1818	0.5582304309
1819	0.5581565644
1820	0.5581330724
1821	0.5579937714
1822	0.5579538023
1823	0.5578297215
1824	0.5578275788
1825	0.5578066386
1826	0.5577107195
1827	0.5576498048
1828	0.5576185656
1829	0.5576164585
1830	0.557614325
1831	0.5576074529
1832	0.5574515285
1833	0.5573805294
1834	0.5573175566
1835	0.5573094306
1836	0.5572408922
1837	0.5571259589
1838	0.5570819774
1839	0.5568281868
1840	0.5567099472
1841	0.5566417231
1842	0.5566246406
1843	0.5566186236
1844	0.5565768461
1845	0.5565153794
1846	0.5564367346
1847	0.5564277598
1848	0.556401307
1849	0.5563424623
1850	0.5562729191
1851	0.5561725561
1852	0.556125426
1853	0.5559908094
1854	0.5559021544
1855	0.5558106669
1856	0.5557751072
1857	0.5557336733
1858	0.5557182498
1859	0.555585016
1860	0.5554683366
1861	0.5552801849
1862	0.5552780709
1863	0.5552552245
1864	0.5551803853
1865	0.5551668106
1866	0.5551182319
1867	0.5550528646
1868	0.5550293569
1869	0.5549672076
1870	0.5548012201
1871	0.5547988584
1872	0.5546873814
1873	0.554637166
1874	0.5546177532
1875	0.5545625756
1876	0.554554824
1877	0.5545503275
1878	0.5544759722
1879	0.5543717263
1880	0.5542685867
1881	0.5542109464
1882	0.5541707274
1883	0.5540550691
1884	0.5539578597
1885	0.5538578305
1886	0.5537294237
1887	0.5536417769
1888	0.5535256154
1889	0.5534544579
1890	0.5532903372
1891	0.5532407171
1892	0.5531551899
1893	0.5530518668
1894	0.552940042
1895	0.5528515246
1896	0.5528166328
1897	0.5527216273
1898	0.5526915518
1899	0.5525695169
1900	0.5525494266
1901	0.5525182169
1902	0.5525159986
1903	0.5524547019
1904	0.5523401331
1905	0.5523282431
1906	0.5522115519
1907	0.5521676745
1908	0.5521654966
1909	0.5521136628
1910	0.5520749608
1911	0.5520657089
1912	0.5520588852
1913	0.55201886
1914	0.5518980948
1915	0.5518322325
1916	0.5517519924
1917	0.5516565292
1918	0.5516271977
1919	0.5516234658
1920	0.5515324699
1921	0.55151821
1922	0.5513266892
1923	0.5513192661
1924	0.5512019571
1925	0.5511829299
1926	0.5510591119
1927	0.5510059353
1928	0.5509486019
1929	0.5508262863
1930	0.5507981266
1931	0.5507511658
1932	0.5506840096
1933	0.5504684671
1934	0.5503928787
1935	0.5502961471
1936	0.5502922106
1937	0.550143263
1938	0.5501415075
1939	0.549978278
1940	0.549874717
1941	0.5497083127
1942	0.5496936601
1943	0.5496314172
1944	0.5496111965
1945	0.5494686218
1946	0.5494228693
1947	0.5493888145
1948	0.5493670619
1949	0.5491822975
1950	0.5490933149
1951	0.549072003
1952	0.5490298977
1953	0.5489351494
1954	0.5487086442
1955	0.5486849953
1956	0.548604861
1957	0.5485253447
1958	0.5484532427
1959	0.548383303
1960	0.5482044329
1961	0.5481733206
1962	0.5481500931
1963	0.5480939606
1964	0.5480562403
1965	0.5480371839
1966	0.5479295918
1967	0.5478936551
1968	0.5477997694
1969	0.5476802195
1970	0.5476263801
1971	0.5474763671
1972	0.5473839324
1973	0.5473081229
1974	0.5472250937
1975	0.5471910096
1976	0.5471887876
1977	0.5471125405
1978	0.547057679
1979	0.5469741984
1980	0.546866653
1981	0.5468157902
1982	0.5466568105
1983	0.5465930875
1984	0.5465672725
1985	0.546537296
1986	0.5464370548
1987	0.5463974034
1988	0.5463484214
1989	0.5461899356
1990	0.546149582
1991	0.5461106876
1992	0.5461053967
1993	0.5460556804
1994	0.5459615281
1995	0.5459574359
1996	0.5459009862
1997	0.545824979
1998	0.5458221415
1999	0.5457283198
2000	0.5456774573
2001	0.5455455704
2002	0.5453830066
2003	0.5453339744
2004	0.5452254347
2005	0.5451921363
2006	0.5451819533
2007	0.5450518543
2008	0.5450118196
2009	0.5450008919
2010	0.5449958881
2011	0.5449612264
2012	0.5448484902
2013	0.5447842664
2014	0.5447787264
2015	0.5446370422
2016	0.544610166
2017	0.5445081206
2018	0.5444637851
2019	0.5442981901
2020	0.5442348762
2021	0.5441971695
2022	0.5440918421
2023	0.5440808834
2024	0.5439279531
2025	0.5438910861
2026	0.5436792631
2027	0.5436569062
2028	0.5436519362
2029	0.5434702428
2030	0.543434968
2031	0.5433341342
2032	0.5433294997
2033	0.5431725249
2034	0.5431431593
2035	0.5431413129
2036	0.5430732864
2037	0.5429671408
2038	0.5428668682
2039	0.5428096324
2040	0.5428077868
2041	0.542719182
2042	0.5426529099
2043	0.5426157493
2044	0.5425794571
2045	0.5425691608
2046	0.5425664948
2047	0.5424606967
2048	0.5423935391
2049	0.5422955777
2050	0.542277253
2051	0.5421169664
2052	0.5420644022
2053	0.5419483515
2054	0.5418971961
2055	0.5418049791
2056	0.5417751253
2057	0.5417120493
2058	0.5416958154
2059	0.5415082079
2060	0.5413681858
2061	0.5413446149
2062	0.5413140332
2063	0.5412284444
2064	0.5411835698
2065	0.5411076307
2066	0.5410675976
2067	0.5410050306
2068	0.5409637129
2069	0.540903346
2070	0.5407649296
2071	0.5407353053
2072	0.5406462768
2073	0.5406126546
2074	0.5404736368
2075	0.5404522637
2076	0.5403809728
2077	0.5403264445
2078	0.540324608
2079	0.5402995427
2080	0.540231025
2081	0.5402268133
2082	0.5402200669
2083	0.5401714503
2084	0.5400386451
2085	0.5400350723
2086	0.5399704574
2087	0.5398996208
2088	0.5397729508
2089	0.5395164096
2090	0.539309908
2091	0.5392209057
2092	0.5392184302
2093	0.5391730878
2094	0.5390865518
2095	0.539084184
2096	0.5390604007
2097	0.539059678
2098	0.5390397471
2099	0.5389406131
2100	0.5388426191
2101	0.5387297021
2102	0.538671532
2103	0.5384996961
2104	0.5384302644
2105	0.5383379114
2106	0.5382262028
2107	0.53813576
2108	0.5380322848
2109	0.537834742
2110	0.5378316018
2111	0.5378283691
2112	0.5376493752
2113	0.5375087664
2114	0.53747137
2115	0.5374100546
2116	0.537338442
2117	0.5373117364
2118	0.5370310756
2119	0.5369800511
2120	0.5369312658
2121	0.5368944446
2122	0.5368384554
2123	0.53683603
2124	0.5367942141
2125	0.5367518237
2126	0.5367095315
2127	0.5366269246
2128	0.5365703203
2129	0.5364488393
2130	0.5362943373
2131	0.5361650304
2132	0.5360429272
2133	0.5359990956
2134	0.5359472473
2135	0.5359456374
2136	0.5358827953
2137	0.5357619092
2138	0.5357401913
2139	0.5356452146
2140	0.5355780382
2141	0.5355604375
2142	0.5354914264
2143	0.5353819173
2144	0.5353378367
2145	0.5351938309
2146	0.5351412475
2147	0.5350428891
2148	0.5350291829
2149	0.5349950136
2150	0.5349245787
2151	0.5348957463
2152	0.5348513566
2153	0.5348384295
2154	0.5347672794
2155	0.5347249713
2156	0.5346837809
2157	0.5346445022
2158	0.5345757742
2159	0.5345022735
