iter	RMSE
747	0.6448640082
748	0.6446391274
749	0.6446113944
750	0.6445847246
751	0.6445664125
752	0.6444447137
753	0.6443382697
754	0.6442050351
755	0.6439719007
756	0.6438644583
757	0.6437506399
758	0.6436216569
759	0.6436100339
760	0.6435413039
761	0.6433421277
762	0.6431786816
763	0.6431543402
764	0.6430668294
765	0.6428523095
766	0.6427645287
767	0.6425533719
768	0.6425064643
769	0.6423710078
770	0.6422743308
771	0.6421622976
772	0.6421206595
773	0.642028486
774	0.6418166827
775	0.6417922273
776	0.6416365826
777	0.6416178781
778	0.6414920475
779	0.641355882
780	0.6413036272
781	0.6412213282
782	0.6411070165
783	0.6410636435
784	0.6410523359
785	0.6409400045
786	0.6409154895
787	0.6407492886
788	0.6404415786
789	0.64042325
790	0.6404020575
791	0.6403594096
792	0.6403559127
793	0.6402108594
794	0.6401693893
795	0.6400713375
796	0.640041831
797	0.6398179107
798	0.639738707
799	0.6396713395
800	0.6396167434
801	0.6394874516
802	0.6393720696
803	0.6393526879
804	0.6392239743
805	0.6391347052
806	0.639056543
807	0.638982644
808	0.6388685512
809	0.6387745678
810	0.638565118
811	0.6384145558
812	0.6382252651
813	0.6380363415
814	0.6379773577
815	0.6379687899
816	0.6378099035
817	0.6377918309
818	0.6376380414
819	0.6374743552
820	0.6374218236
821	0.6374092092
822	0.6373281701
823	0.6372458811
824	0.6371186114
825	0.6371051497
826	0.6370744069
827	0.6369835236
828	0.6369626921
829	0.6368781271
830	0.6368393082
831	0.6367565619
832	0.6367289351
833	0.6366706397
834	0.636619012
835	0.636525391
836	0.6364157549
837	0.6364070093
838	0.6363272016
839	0.6361696156
840	0.6361558373
841	0.6360904639
842	0.6360551023
843	0.6360324286
844	0.6360239882
845	0.6360044216
846	0.6357726532
847	0.6356057912
848	0.6353941865
849	0.635270629
850	0.6352035124
851	0.6350716117
852	0.6350111233
853	0.6347740491
854	0.6345331414
855	0.6344856627
856	0.6343781951
857	0.6341363892
858	0.6339328054
859	0.6338637951
860	0.6336696075
861	0.633609834
862	0.6333724793
863	0.6332188597
864	0.6331722922
865	0.6331237861
866	0.6330217729
867	0.6329963333
868	0.6328367814
869	0.6327900678
870	0.6327484192
871	0.6327020501
872	0.6325400342
873	0.6324620847
874	0.6323797109
875	0.6323498832
876	0.6323320441
877	0.6323196355
878	0.632306782
879	0.6323013793
880	0.6322838835
881	0.6322275568
882	0.632224266
883	0.6321825618
884	0.6321243878
885	0.6321140697
886	0.6320468056
887	0.631773197
888	0.6317006581
889	0.6316940636
890	0.6316613167
891	0.6315922934
892	0.6315785052
893	0.6315588827
894	0.6314666867
895	0.6314462279
896	0.631337994
897	0.6313094392
898	0.6311456387
899	0.6311016003
900	0.6310643405
901	0.631013888
902	0.6309606617
903	0.6308191154
904	0.6306513225
905	0.6306234934
906	0.6306184304
907	0.6306152658
908	0.6304289392
909	0.6302013583
910	0.6301330574
911	0.6300570041
912	0.6300174925
913	0.6298518122
914	0.6297979784
915	0.6296297766
916	0.6295393925
917	0.6293547995
918	0.6292697458
919	0.6289404399
920	0.6289032583
921	0.6287522989
922	0.6286108244
923	0.6286060301
924	0.6285299058
925	0.6283858579
926	0.6282098914
927	0.627961184
928	0.6279532249
929	0.6278110553
930	0.6277786079
931	0.6277258077
932	0.6276029717
933	0.6275350619
934	0.6273782915
935	0.6272032606
936	0.627165897
937	0.6271300607
938	0.6270907383
939	0.6270785093
940	0.6270688683
941	0.6269727744
942	0.6269106781
943	0.6268016431
944	0.6266746801
945	0.6265241302
946	0.6264397543
947	0.6262531119
948	0.6262319777
949	0.6260907247
950	0.6259105042
951	0.6258945651
952	0.6257979493
953	0.6257940041
954	0.6256386826
955	0.6255048795
956	0.62529658
957	0.6252317989
958	0.6251333696
959	0.6248452285
960	0.6248219602
961	0.6247767205
962	0.6246671055
963	0.6246291523
964	0.6245471584
965	0.624410519
966	0.6243637136
967	0.6242718745
968	0.6242657019
969	0.6241954637
970	0.6239746935
971	0.6239399652
972	0.6238526087
973	0.6237293458
974	0.6236301469
975	0.6235967319
976	0.6235725426
977	0.6234836878
978	0.6234811423
979	0.6234202758
980	0.6233588465
981	0.6233400451
982	0.6230186177
983	0.6228713522
984	0.6228526748
985	0.6228133263
986	0.6227607335
987	0.6226798284
988	0.6225665904
989	0.6225352948
990	0.6224536957
991	0.6223670169
992	0.6223272288
993	0.6222514441
994	0.6220901691
995	0.6220767353
996	0.6220631155
997	0.6220352637
998	0.6219320136
999	0.6218560995
1000	0.6218386807
1001	0.6218131262
1002	0.6217936944
1003	0.6216212679
1004	0.62159241
1005	0.6214334962
1006	0.6211626274
1007	0.6210205524
1008	0.621017857
1009	0.6209886636
1010	0.6208741737
1011	0.6208587308
1012	0.6207168126
1013	0.620660625
1014	0.6206597195
1015	0.6205787111
1016	0.6205341982
1017	0.6204453453
1018	0.6203623564
1019	0.6202954352
1020	0.6201387918
1021	0.620051838
1022	0.6200092134
1023	0.6199316274
1024	0.6199209881
1025	0.6199004308
1026	0.6198725232
1027	0.6198368493
1028	0.6197444863
1029	0.619542839
1030	0.6194707671
1031	0.6193233807
1032	0.6191764633
1033	0.6190762883
1034	0.6189494757
1035	0.6188788178
1036	0.618864738
1037	0.6186364941
1038	0.6185873801
1039	0.6185121162
1040	0.6183777848
1041	0.6183401936
1042	0.6182610182
1043	0.6182349
1044	0.6182035814
1045	0.6181328325
1046	0.6180676154
1047	0.617904995
1048	0.6178516617
1049	0.6177823619
1050	0.6176968143
1051	0.617688201
1052	0.6176127417
1053	0.6174188843
1054	0.6172867086
1055	0.6172221662
1056	0.6171407026
1057	0.6170755961
1058	0.6169716639
1059	0.6169335845
1060	0.6168928515
1061	0.6167945476
1062	0.6167422139
1063	0.616704515
1064	0.6166814533
1065	0.6166214295
1066	0.6165586139
1067	0.6163700819
1068	0.6162388809
1069	0.6161797275
1070	0.6160092133
1071	0.6159705849
1072	0.6159507451
1073	0.6157248328
1074	0.6156244749
1075	0.6154860935
1076	0.6153788716
1077	0.61533173
1078	0.6151504067
1079	0.6150921432
1080	0.6150580504
1081	0.6150316285
1082	0.6150269792
1083	0.614908891
1084	0.6148583746
1085	0.6147974007
1086	0.6146662348
1087	0.6144633482
1088	0.6144440414
1089	0.6143943485
1090	0.6142894132
1091	0.6140902617
1092	0.6140406029
1093	0.6139565161
1094	0.6138910059
1095	0.6137723136
1096	0.6136523304
1097	0.6133540446
1098	0.6132176093
1099	0.6131988527
1100	0.6131862446
1101	0.6131547792
1102	0.613139995
1103	0.6129931609
1104	0.6129565792
1105	0.6128666448
1106	0.6127093358
1107	0.6125953577
1108	0.6125785534
1109	0.6125192544
1110	0.6123986314
1111	0.6123245256
1112	0.6122702981
1113	0.6122492155
1114	0.6122332471
1115	0.6122269798
1116	0.6120894635
1117	0.6120714329
1118	0.6118353086
1119	0.6118121515
1120	0.6117390413
1121	0.6117161089
1122	0.6116109863
1123	0.6114162359
1124	0.6114044907
1125	0.6112340215
1126	0.6111512965
1127	0.6110306397
1128	0.6109432901
1129	0.6108941839
1130	0.6106553422
1131	0.6104298014
1132	0.6103118862
1133	0.6100837829
1134	0.6100816776
1135	0.6100284409
1136	0.6099802966
1137	0.6098872717
1138	0.6098416741
1139	0.6097980468
1140	0.6097901078
1141	0.6097158289
1142	0.6095673211
1143	0.609453478
1144	0.6093112527
1145	0.6092246777
1146	0.6092112423
1147	0.6091817531
1148	0.6090864862
1149	0.6089717492
1150	0.6088405631
1151	0.6088234077
1152	0.60866385
1153	0.6085488584
1154	0.6084306789
1155	0.608310171
1156	0.6080880576
1157	0.6079828521
1158	0.6079498415
1159	0.607911865
1160	0.6078467147
1161	0.6078107285
1162	0.607799279
1163	0.6076169585
1164	0.6075493164
1165	0.6074070893
1166	0.607360796
1167	0.6071561335
1168	0.6069802073
1169	0.6068916429
1170	0.6068866658
1171	0.6068766909
1172	0.6068327688
1173	0.6068180862
1174	0.6066837496
1175	0.6066360688
1176	0.6064607702
1177	0.6063753066
1178	0.6062780907
1179	0.6062215053
1180	0.6062136651
1181	0.6060103543
1182	0.6058888491
1183	0.6057640686
1184	0.6055405947
1185	0.6054964362
1186	0.6054925792
1187	0.6054874106
1188	0.6054587179
1189	0.6054212426
1190	0.6052928153
1191	0.6051390249
1192	0.6051107254
1193	0.6050309454
1194	0.6050106649
1195	0.6048604935
1196	0.6047345698
1197	0.6045966353
1198	0.6044671654
1199	0.6043439942
1200	0.6042563157
1201	0.6042410936
1202	0.6042332791
1203	0.6042061007
1204	0.6041907749
1205	0.6041406652
1206	0.6041056552
1207	0.6040743958
1208	0.6038055005
1209	0.6037129022
1210	0.6037050317
1211	0.6036596826
1212	0.6036378082
1213	0.6036069834
1214	0.6035799214
1215	0.6035527347
1216	0.6034711902
1217	0.6033113637
1218	0.6031189429
1219	0.6029888036
1220	0.6029550646
1221	0.6028513038
1222	0.602796395
1223	0.602761198
1224	0.6027034819
1225	0.6025299453
1226	0.6024045143
1227	0.6023228622
1228	0.60228113
1229	0.602183489
1230	0.6021080708
1231	0.6020613135
1232	0.6020506082
1233	0.6019538264
1234	0.6018909298
1235	0.6018858858
1236	0.6018207531
1237	0.6018073573
1238	0.6016019044
1239	0.6015946413
1240	0.6015616236
1241	0.6014949755
1242	0.6014798079
1243	0.6013921842
1244	0.6013339393
1245	0.6013286662
1246	0.6013193027
1247	0.6011074239
1248	0.6010469329
1249	0.6009850074
1250	0.6009686116
1251	0.6009547179
1252	0.6008076635
1253	0.6007332656
1254	0.6005913653
1255	0.6004573058
1256	0.6004097338
1257	0.6003647649
1258	0.6002753576
1259	0.6001777234
1260	0.6001313985
1261	0.6000686677
1262	0.6000158805
1263	0.6000128368
1264	0.5999880454
1265	0.5998751922
1266	0.5996066229
1267	0.5995914252
1268	0.599535091
1269	0.5994565188
1270	0.5994163158
1271	0.5992739029
1272	0.5992029305
1273	0.5991786844
1274	0.5991418293
1275	0.5990029162
1276	0.5989336095
1277	0.5988599528
1278	0.598853281
1279	0.5987425414
1280	0.5986323201
1281	0.5985389922
1282	0.5985298621
1283	0.5983971139
1284	0.5983912581
1285	0.5982934938
1286	0.5982124914
1287	0.5982063
1288	0.5981861754
1289	0.5981703549
1290	0.598110867
1291	0.5980717623
1292	0.5979586307
1293	0.5978423596
1294	0.5977802225
1295	0.5976904498
1296	0.5975889631
1297	0.5973935905
1298	0.5971485603
1299	0.5971434676
1300	0.596997183
1301	0.5968285796
1302	0.5966654193
1303	0.5966477288
1304	0.5965813906
1305	0.5965341505
1306	0.5965288169
1307	0.5963098681
1308	0.5962788109
1309	0.5961516637
1310	0.5960940333
1311	0.5959993361
1312	0.5959270234
1313	0.595805019
1314	0.5957999394
1315	0.5956613362
1316	0.5955958597
1317	0.5955842906
1318	0.5954158961
1319	0.5953472365
1320	0.5952372318
1321	0.5951527043
1322	0.5950222957
1323	0.5949660218
1324	0.5949178821
1325	0.5948941595
1326	0.5947232232
1327	0.5947187321
1328	0.5944341931
1329	0.5943250342
1330	0.59429208
1331	0.594193607
1332	0.5941883394
1333	0.5941727816
1334	0.5941107072
1335	0.5940590888
1336	0.5940551123
1337	0.5940065131
1338	0.5939655297
1339	0.5939641218
1340	0.593960182
1341	0.5939128225
1342	0.5939010928
1343	0.5938450609
1344	0.593764689
1345	0.593587092
1346	0.5935808351
1347	0.5934323813
1348	0.5933584362
1349	0.5933127528
1350	0.5930886873
1351	0.5930664928
1352	0.592940206
1353	0.5928295549
1354	0.5927249784
1355	0.5926951409
1356	0.592658215
1357	0.5925728479
1358	0.5925418986
1359	0.5924151178
1360	0.5922438107
1361	0.5921538928
1362	0.5920756219
1363	0.5919824576
1364	0.5918452185
1365	0.5916847917
1366	0.5916809954
1367	0.5916602318
1368	0.5916314474
1369	0.5915531866
1370	0.5914048048
1371	0.5912941581
1372	0.5912002233
1373	0.591155024
1374	0.5910962604
1375	0.5909822682
1376	0.5907530888
1377	0.5907525812
1378	0.5907512599
1379	0.5907361897
1380	0.590700915
1381	0.5906521221
1382	0.5905717179
1383	0.5905039388
1384	0.5904953375
1385	0.5904066992
1386	0.5903050467
1387	0.5902792528
1388	0.5901708181
1389	0.5900784695
1390	0.5898686285
1391	0.5898318101
1392	0.5897224217
1393	0.5897160517
1394	0.5896490031
1395	0.5894659723
1396	0.5894622408
1397	0.589352822
1398	0.5892595209
1399	0.5891242561
1400	0.5890405633
1401	0.5889790125
1402	0.5889090426
1403	0.5889007679
1404	0.5888198329
1405	0.5888088668
1406	0.588658659
1407	0.5886127961
1408	0.5885293364
1409	0.5884131931
1410	0.5884033507
1411	0.5883949036
1412	0.5882234144
1413	0.5881197545
1414	0.588075076
1415	0.5880386723
1416	0.5880284561
1417	0.5879064576
1418	0.5878902767
1419	0.5878649641
1420	0.5878163322
1421	0.5876437937
1422	0.5875788811
1423	0.5875690343
1424	0.5875385029
1425	0.5875223379
1426	0.587464085
1427	0.5873499605
1428	0.5871554321
1429	0.5871278006
1430	0.5871241825
1431	0.5871229348
1432	0.5870445422
1433	0.5869629264
1434	0.586894854
1435	0.5868927341
1436	0.5867620387
1437	0.5866162323
1438	0.5865973897
1439	0.5864243481
1440	0.5863265656
1441	0.5861958584
1442	0.5861563003
1443	0.5860073624
1444	0.5858739355
1445	0.5857505134
1446	0.5857226808
1447	0.5855665476
1448	0.5854842474
1449	0.5853706988
1450	0.5853389864
1451	0.585296191
1452	0.5851923884
1453	0.5850894343
1454	0.5850699337
1455	0.5849129719
1456	0.5848763077
1457	0.5847366451
1458	0.5846810798
1459	0.5846332153
1460	0.5845522031
1461	0.5845487179
1462	0.5844847359
1463	0.5842776944
1464	0.5842629128
1465	0.5842538807
1466	0.5840634652
1467	0.584042462
1468	0.5838406151
1469	0.5838010064
1470	0.5835822813
1471	0.5834928865
1472	0.5834637471
1473	0.5833559024
1474	0.5832046345
1475	0.5831931678
1476	0.5829577308
1477	0.5828861098
1478	0.5828087086
1479	0.5828036874
1480	0.5827109398
1481	0.5826119797
1482	0.5824950151
1483	0.5824277351
1484	0.5823725884
1485	0.5823682662
1486	0.5823001117
1487	0.5822608734
1488	0.5822319287
1489	0.5821997974
1490	0.5821885533
1491	0.5821660144
1492	0.5821120486
1493	0.5820955919
1494	0.5820318523
1495	0.582005309
1496	0.5819387568
1497	0.5819343849
1498	0.5819239067
1499	0.5819021791
1500	0.5817217691
1501	0.5815881181
1502	0.5813930773
1503	0.5813355285
1504	0.5813203044
1505	0.5811740331
1506	0.5810712853
1507	0.5809887527
1508	0.5809170835
1509	0.5808384383
1510	0.580803369
1511	0.580722518
1512	0.5805945475
1513	0.580493893
